Date,Open,High,Low,Close,Adj Close,Volume
3/25/1996,15.855561,15.944529,15.337229,15.561582,10.307627,210982442
3/26/1996,15.472614,15.782066,14.969754,15.46101,10.241011,245693447
3/27/1996,16.014156,16.242376,15.940661,16.010286,10.604836,174091456
3/28/1996,16.052837,16.3004,15.998683,16.219168,10.743196,165867248
3/29/1996,16.199827,16.304268,15.952265,16.00255,10.599713,150429650
4/1/1996,16.072178,16.207563,15.936792,16.153408,10.699639,114225685
4/2/1996,16.188223,16.40097,16.033497,16.195959,10.727822,169566688
4/3/1996,16.559565,16.741367,16.292664,16.331345,10.817499,137080258
4/4/1996,16.168882,16.192091,15.967738,16.137936,10.689388,111609450
4/5/1996,16.137936,16.137936,16.137936,16.137936,10.689388,0
4/8/1996,16.342949,16.493807,16.238508,16.408707,10.868741,105272447
4/9/1996,16.61372,16.803259,16.342949,16.428047,10.881554,147764942
4/10/1996,16.63306,16.706554,16.354553,16.420313,10.87643,131575048
4/11/1996,16.265587,16.362289,16.157276,16.250113,10.763692,99907484
4/12/1996,16.250113,16.826468,16.176619,16.69495,11.058342,157421358
4/15/1996,17.019875,17.464712,16.985062,17.124315,11.342742,219956361
4/16/1996,17.174603,17.38735,17.019875,17.162996,11.368365,179494551
4/17/1996,17.638781,18.083618,17.472448,17.894077,11.852617,189218828
4/18/1996,18.451092,18.973293,18.30797,18.876589,12.50341,316699546
4/19/1996,19.031315,19.37945,18.841776,18.996502,12.582836,303633881
4/22/1996,19.186043,19.224724,18.296366,18.39307,12.183135,266680850
4/23/1996,18.222872,18.470432,17.986914,18.269289,12.101146,263173363
4/24/1996,19.116415,19.967409,19.046787,19.750792,13.08246,246856146
4/25/1996,19.882309,20.307806,18.412411,18.745071,12.416297,286231521
4/26/1996,18.721863,19.143492,18.257685,18.911404,12.526467,291913819
4/29/1996,18.721863,18.818567,18.39307,18.756676,12.42398,194330440
4/30/1996,18.721863,19.340769,18.605818,18.926874,12.53672,198150092
5/1/1996,20.655939,20.880293,20.443192,20.582445,13.633327,228659480
5/2/1996,20.423851,20.702358,20.114397,20.597918,13.643577,233965629
5/3/1996,20.419983,20.539894,20.037035,20.129871,13.333554,227763058
5/6/1996,19.650221,19.758528,18.899797,19.00037,12.585401,272775489
5/7/1996,18.973293,19.375582,18.899797,19.232458,12.739127,253182808
5/8/1996,18.876589,19.611538,18.644501,19.336901,12.808307,362581901
5/9/1996,18.973293,19.371714,18.760546,18.864985,12.49572,281236890
5/10/1996,18.412411,18.772148,18.300234,18.667709,12.365053,279802097
5/13/1996,18.915272,19.178305,18.806961,19.062262,12.626393,183848049
5/14/1996,19.031315,19.719847,18.934612,19.592197,12.977412,300443728
5/15/1996,19.282745,19.804947,18.880457,19.634747,13.005599,423307256
5/16/1996,19.862968,20.15308,19.615408,19.746923,13.079897,317762715
5/17/1996,19.340769,19.572857,19.247932,19.356239,12.821116,260880925
5/20/1996,19.108679,19.139624,18.690918,18.74894,12.418854,150502036
5/21/1996,18.636765,18.876589,18.528456,18.683182,12.375301,210555235
5/22/1996,18.876589,18.969425,18.725731,18.783754,12.441918,147373929
5/23/1996,18.659973,18.737335,18.536192,18.629026,12.339427,135998347
5/24/1996,18.806961,18.861116,18.70639,18.803095,12.972079,109273710
5/27/1996,18.644501,18.644501,18.219004,18.249949,12.590465,178076562
5/28/1996,17.870869,17.870869,17.449242,17.658121,12.182168,251769989
5/29/1996,18.029465,18.915272,18.029465,18.663841,12.876011,237508017
5/30/1996,18.799227,18.85338,18.203529,18.323442,12.641171,243719637
5/31/1996,18.586477,18.605818,18.265421,18.439487,12.721228,205805553
6/3/1996,18.799227,19.069998,18.683182,19.004238,13.110846,225656109
6/4/1996,19.336901,19.452944,18.39307,18.733467,12.924041,331911584
6/5/1996,18.953953,18.953953,18.447224,18.613556,12.841316,154048948
6/6/1996,18.872721,19.263405,18.799227,18.91914,13.052134,152774438
6/7/1996,18.652237,18.992634,18.625158,18.903666,13.04146,103358097
6/10/1996,18.837908,18.915272,18.644501,18.733467,12.924041,83777696
6/11/1996,18.644501,18.760546,18.482038,18.586477,12.822635,113388076
6/12/1996,18.876589,19.06613,18.729599,18.868853,13.017445,92464011
6/13/1996,18.837908,18.942348,18.733467,18.795359,12.966742,53970839
6/14/1996,18.876589,19.031315,18.814699,18.992634,13.102838,56612280
6/17/1996,19.050655,19.050655,18.68705,18.733467,12.924041,49769869
6/18/1996,18.644501,18.644501,18.033333,18.253817,12.593137,88215860
6/19/1996,18.257685,18.335049,17.565285,17.708406,12.216863,110408618
6/20/1996,17.561417,17.812847,17.36801,17.735483,12.235543,131363060
6/21/1996,17.631044,17.747087,17.143656,17.244228,11.896631,162938202
6/24/1996,17.104975,17.251965,16.834204,17.097239,11.795223,141955323
6/25/1996,17.174603,17.251965,16.40097,16.737499,11.547042,161155698
6/26/1996,16.84194,16.84194,16.335213,16.416445,11.325551,136660807
6/27/1996,16.265587,16.865149,16.064442,16.710423,11.528362,248655454
6/28/1996,16.865149,17.15526,16.366158,16.524752,11.400271,350497324
7/1/1996,16.327477,16.84194,15.975474,16.149542,11.141418,255440991
7/2/1996,16.161144,16.315872,15.704703,15.809143,10.906575,262167715
7/3/1996,15.588659,15.623472,14.582939,14.749269,10.175379,297888892
7/4/1996,14.486235,15.147689,14.250277,14.695115,10.138021,372326861
7/5/1996,14.834369,14.969754,14.277355,14.47463,9.98591,274724739
7/8/1996,14.772478,16.014156,14.432081,14.586807,10.063302,160540417
7/9/1996,14.470762,16.014156,13.306448,13.871198,9.569607,250056639
7/10/1996,13.383811,13.921484,13.314184,13.635241,9.406822,221504258
7/11/1996,13.809308,14.11876,13.581087,13.670054,9.43084,211480095
7/12/1996,13.577219,13.612032,13.039545,13.159458,9.078587,317962422
7/15/1996,13.074359,14.544257,12.850006,13.890539,9.582952,668662040
7/16/1996,15.472614,16.799391,15.472614,16.776182,11.57373,396249127
7/17/1996,16.168882,17.716143,15.905847,17.07403,11.779212,514784362
7/18/1996,17.32546,17.928892,17.32546,17.897945,12.347624,391626120
7/19/1996,18.06041,18.795359,18.06041,18.783754,12.958734,181625412
7/22/1996,18.180323,19.162832,17.360273,18.505245,12.766594,187198485
7/23/1996,19.186043,19.433603,18.284761,18.663841,12.876011,225213391
7/24/1996,18.184191,18.184191,16.799391,16.84581,11.621766,206647686
7/25/1996,16.69495,16.942513,16.006418,16.08765,11.09872,273956285
7/26/1996,16.014156,16.354553,15.658285,16.095387,11.104055,246477412
7/29/1996,16.312002,16.884489,16.2153,16.416445,11.325551,204151663
7/30/1996,16.176619,16.246244,15.596395,15.98321,11.026665,190109434
7/31/1996,16.091518,16.768444,15.302415,16.540224,11.410945,193652468
8/1/1996,16.86128,17.019875,16.137936,16.238508,11.202794,264780072
8/2/1996,16.184355,16.358421,15.898111,16.018024,11.050684,167979367
8/5/1996,15.98321,16.083782,15.708571,15.770462,10.879894,105914226
8/6/1996,15.704703,16.207563,15.561582,15.932924,10.991973,152612862
8/7/1996,15.994815,16.362289,15.898111,16.288794,11.237485,141167479
8/8/1996,16.393234,16.493807,15.898111,15.971606,11.01866,132457251
8/9/1996,15.998683,16.199827,15.859429,16.099255,11.106725,109835994
8/12/1996,16.168882,16.288794,16.021893,16.095387,11.104055,89253176
8/13/1996,16.052837,16.31974,15.998683,16.188223,11.168102,90655654
8/14/1996,15.909715,16.207563,15.909715,15.967738,11.015992,79389943
8/15/1996,15.967738,15.967738,15.967738,15.967738,11.015992,0
8/16/1996,15.975474,16.083782,15.824616,15.967738,11.015992,69769074
8/19/1996,15.898111,15.936792,15.170898,15.259866,10.527637,103804046
8/20/1996,15.105139,15.743385,15.02004,15.426196,10.642387,162500655
8/21/1996,15.843957,16.199827,15.743385,16.199827,11.176108,142519546
8/22/1996,16.710423,16.822599,16.219168,16.315872,11.256166,216770733
8/23/1996,16.323608,16.691082,16.246244,16.513147,11.392264,161606818
8/26/1996,16.362289,16.509279,16.122463,16.188223,11.168102,128940716
8/27/1996,16.168882,16.265587,15.936792,16.056705,11.077368,139282213
8/28/1996,16.091518,16.536356,16.091518,16.505411,11.386927,79331130
8/29/1996,16.551828,16.590509,16.315872,16.350685,11.280181,80394945
8/30/1996,16.331345,16.416445,16.253981,16.366158,11.290858,56429377
9/2/1996,16.408707,16.513147,16.331345,16.455126,11.352236,54505978
9/3/1996,16.513147,16.625324,15.944529,16.041233,11.066695,127423842
9/4/1996,15.956133,16.099255,15.867166,16.060574,11.080037,62615791
9/5/1996,16.126331,16.342949,16.126331,16.3004,11.245491,66237674
9/6/1996,16.366158,16.389366,16.099255,16.165014,11.152091,51619588
9/9/1996,16.161144,16.168882,15.975474,16.041233,11.066695,49866814
9/10/1996,16.025761,16.025761,15.801407,15.898111,10.967957,66720462
9/11/1996,15.867166,16.083782,15.635076,15.727912,10.850537,57561053
9/12/1996,15.62734,15.720176,15.356569,15.611868,10.770479,125382170
9/13/1996,15.700835,15.73178,15.437801,15.476482,10.677078,83967063
9/16/1996,15.399119,15.399119,14.807292,14.923336,10.295468,96549939
9/17/1996,14.934941,15.317888,14.9156,15.147689,10.450246,81795484
9/18/1996,15.085799,16.052837,15.066458,15.886506,10.95995,94075891
9/19/1996,15.932924,16.056705,15.240525,15.31402,10.564998,113446890
9/20/1996,15.286943,15.546109,15.163162,15.22892,10.506288,73409700
9/23/1996,15.16703,15.240525,14.865314,15.031645,10.370191,75263298
9/24/1996,15.085799,15.310152,15.047117,15.147689,10.450246,60971595
9/25/1996,15.310152,15.549977,15.201843,15.255997,10.52497,68373059
9/26/1996,15.178634,15.232789,14.892391,15.016172,10.359518,60711781
9/27/1996,15.004567,15.004567,14.478499,14.555862,10.041952,119136943
9/30/1996,14.466894,14.845973,14.343113,14.780215,10.196731,114795724
10/1/1996,14.853709,14.919468,14.586807,14.741533,10.170045,85942811
10/2/1996,14.741533,14.741533,14.741533,14.741533,10.170045,0
10/3/1996,14.892391,15.078062,14.567466,14.675774,10.124678,70454802
10/4/1996,14.757006,14.87305,14.408872,14.753137,10.17805,83112003
10/7/1996,14.787951,14.787951,13.964034,14.466894,9.980573,125587049
10/8/1996,14.397267,14.698983,14.045265,14.528785,10.023271,90780391
10/9/1996,14.698983,14.853709,14.486235,14.718324,10.154034,80927499
10/10/1996,14.675774,15.163162,14.606148,15.112876,10.42623,89742428
10/11/1996,15.182503,15.356569,14.938809,15.093535,10.412888,100743801
10/14/1996,14.950413,15.008436,14.586807,14.648697,10.105998,74612470
10/15/1996,14.555862,14.815028,14.37019,14.606148,10.076644,74857419
10/16/1996,14.857578,14.927204,14.532653,14.582939,10.06063,64287131
10/17/1996,14.509444,15.085799,14.377927,14.95815,10.319487,129531437
10/18/1996,15.047117,15.317888,14.838237,15.070326,10.396875,207410324
10/21/1996,15.070326,15.070326,15.070326,15.070326,10.396875,0
10/22/1996,15.182503,15.898111,15.182503,15.607999,10.76781,186726683
10/23/1996,16.416445,16.609852,16.168882,16.517015,11.394932,148330458
10/24/1996,16.629192,17.089502,16.137936,16.3004,11.245491,306758110
10/25/1996,16.242376,16.652401,16.211432,16.551828,11.41895,141765956
10/28/1996,16.63306,16.710423,16.284925,16.366158,11.290858,91797672
10/29/1996,16.288794,16.710423,15.940661,16.110859,11.11473,117861140
10/30/1996,16.110859,16.110859,16.110859,16.110859,11.11473,0
10/31/1996,15.824616,15.824616,15.441669,15.62734,10.781155,80743949
11/1/1996,15.739517,16.710423,15.120612,15.221184,10.500949,81491721
11/4/1996,15.085799,15.085799,14.451421,14.598411,10.071305,101463136
11/5/1996,14.555862,14.749269,14.234805,14.323772,9.881834,79213503
11/6/1996,14.01432,14.331509,13.627505,14.153574,9.764418,173114892
11/7/1996,14.343113,14.416608,14.157442,14.350849,9.900516,91237973
11/8/1996,14.428213,14.551993,13.964034,14.478499,9.988581,72198528
11/11/1996,14.138101,14.385663,13.987243,14.192255,9.791101,74077331
11/12/1996,14.192255,14.192255,14.192255,14.192255,9.791101,0
11/13/1996,14.080079,14.524916,14.080079,14.443685,9.964561,42263057
11/14/1996,14.389531,14.466894,14.184519,14.254146,9.833801,36465071
11/15/1996,14.207728,14.536521,14.16131,14.435949,9.959225,41352416
11/18/1996,14.505576,14.869182,14.505576,14.830501,10.231421,74090904
11/19/1996,14.865314,14.927204,14.501707,14.644829,10.103329,68099673
11/20/1996,14.660302,14.660302,14.087815,14.145837,9.759078,53681942
11/21/1996,14.122628,14.281223,13.759022,13.898275,9.588288,96769682
11/22/1996,13.747418,13.979507,13.666186,13.759022,9.492217,107101485
11/25/1996,13.712604,14.722192,13.441833,14.416608,9.945881,164881636
11/26/1996,14.668038,15.058722,14.16131,14.652565,10.108665,183775663
11/27/1996,14.157442,14.157442,13.712604,14.049133,9.692364,102662028
11/28/1996,14.080079,14.230937,13.886671,13.975639,9.641662,60004726
11/29/1996,14.072342,14.180651,13.948561,14.025925,9.676352,46489234
12/2/1996,13.944693,14.153574,13.859594,13.991111,9.652334,33767402
12/3/1996,13.925353,14.420476,13.902144,14.103288,9.729727,92385808
12/4/1996,14.002716,14.002716,13.701,13.906012,9.593625,62287469
12/5/1996,13.778363,14.304432,13.673923,14.145837,9.759078,87287122
12/6/1996,14.215464,14.3083,14.080079,14.169046,9.775091,51448964
12/9/1996,14.080079,14.277355,14.068474,14.145837,9.759078,37558616
12/10/1996,14.080079,14.111024,13.813176,13.902144,9.590957,50711532
12/11/1996,13.960166,14.876918,13.960166,14.87305,10.260776,94396457
12/12/1996,15.008436,15.112876,14.490103,14.548125,10.036613,112105164
12/13/1996,14.47463,14.62162,14.335377,14.551993,10.039281,58396723
12/16/1996,14.644829,15.163162,14.644829,15.070326,10.396875,91661948
12/17/1996,15.047117,15.170898,14.714456,14.869182,10.258109,77915080
12/18/1996,15.085799,15.37591,14.981359,15.089667,10.410219,91256070
12/19/1996,15.047117,15.279206,14.911732,15.097403,10.415556,61698686
12/20/1996,15.286943,15.898111,15.286943,15.782066,10.887897,165689515
12/23/1996,15.855561,15.855561,15.441669,15.546109,10.725114,96049701
12/24/1996,15.503559,15.62734,15.356569,15.515164,10.703766,70532358
12/25/1996,15.515164,15.515164,15.515164,15.515164,10.703766,0
12/26/1996,15.782066,16.304268,15.782066,16.226904,11.194789,66787678
12/27/1996,16.226904,16.226904,16.226904,16.226904,11.194789,0
12/30/1996,16.226904,16.226904,16.226904,16.226904,11.194789,0
12/31/1996,16.304268,16.323608,15.867166,15.987078,11.029334,48168329
1/1/1997,16.207563,17.058558,16.207563,16.973457,11.709828,130531268
1/2/1997,17.016006,17.019875,16.524752,16.571171,11.432294,96266858
1/3/1997,16.443521,16.807127,16.443521,16.764578,11.565723,90690555
1/6/1997,16.865149,16.942513,16.594379,16.656269,11.491003,60709843
1/7/1997,16.640797,16.899963,16.540224,16.772314,11.571061,89004996
1/8/1997,17.170732,17.402822,16.903831,17.046953,11.760533,124961427
1/9/1997,16.923172,17.166864,16.814863,17.00827,11.733845,93056024
1/10/1997,17.290646,17.360273,17.116579,17.22102,11.880621,93742398
1/13/1997,17.019875,17.251965,16.903831,17.193941,11.861937,77200915
1/14/1997,17.329329,18.219004,17.143656,17.878607,12.334282,99288326
1/15/1997,18.180323,19.131887,18.068146,19.131887,13.198907,169563456
1/16/1997,20.474136,20.474136,18.37373,18.656103,12.870667,196689447
1/17/1997,18.025595,19.108679,18.025595,18.849512,13.004101,168255985
1/20/1997,18.876589,18.915272,18.048803,18.176453,12.539765,99347786
1/21/1997,18.064278,18.335049,17.646517,17.820583,12.294252,104877556
1/22/1997,18.335049,19.069998,18.335049,19.039051,13.134862,134919020
1/23/1997,19.039051,19.039051,19.039051,19.039051,13.134862,0
1/24/1997,19.495495,20.203365,19.495495,20.044771,13.828695,240126837
1/27/1997,20.501213,21.274843,20.385168,20.756512,14.319722,238437401
1/28/1997,21.178141,21.363811,20.706226,21.294186,14.690657,154616402
1/29/1997,22.280563,22.280563,20.756512,21.216822,14.637282,232378309
1/30/1997,20.810665,21.545614,20.771984,21.193613,14.621275,273537480
1/31/1997,20.775852,21.120117,20.423851,20.717831,14.293036,236429337
2/3/1997,20.075718,20.481873,19.340769,19.576725,13.505799,178159935
2/4/1997,19.541912,20.725567,19.464548,20.408379,14.079546,224932896
2/5/1997,21.004074,21.189745,20.21497,20.350355,14.039515,169652646
2/6/1997,20.350355,20.911238,20.079584,20.67915,14.266351,205554141
2/7/1997,20.771984,21.309658,20.578577,21.170404,14.605264,209563806
2/10/1997,21.178141,21.236162,20.725567,21.09304,14.551888,149062073
2/11/1997,20.961523,21.425701,20.888029,21.267109,14.671979,117128879
2/12/1997,21.274843,21.526274,21.01181,21.185877,14.615933,116194324
2/13/1997,21.062096,21.270975,20.934446,21.108515,14.562565,93437989
2/14/1997,21.042755,21.274843,21.023415,21.197481,14.623943,66634504
2/17/1997,21.468252,21.661659,21.1588,21.286449,14.685319,107895792
2/18/1997,21.313526,21.313526,20.597918,20.752644,14.317056,115733510
2/19/1997,20.895765,21.166536,20.61339,21.108515,14.562565,134011611
2/20/1997,21.042755,21.1588,20.783588,20.899633,14.418461,96606168
2/21/1997,20.733303,20.837744,20.53216,20.601786,14.212976,92476290
2/24/1997,20.44706,20.462532,19.731451,19.828156,13.679255,110468078
2/25/1997,19.727583,20.799063,19.576725,20.230442,13.956794,236874640
2/26/1997,20.106663,20.539894,19.990618,20.412247,14.082215,118826717
2/27/1997,20.508949,20.946051,20.493477,20.86482,14.394442,128925205
2/28/1997,22.531994,23.131557,22.125837,22.725403,15.678041,76201084
3/3/1997,23.7582,24.253323,23.479692,23.61121,16.28915,154672631
3/4/1997,23.711781,23.978683,23.39846,23.820089,16.433254,135154921
3/5/1997,24.601458,24.752316,23.069668,23.514505,16.222439,289382249
3/6/1997,23.139296,23.441011,22.93815,23.263075,16.048977,192706927
3/7/1997,23.263075,23.263075,23.263075,23.263075,16.048977,0
3/10/1997,22.775688,22.775688,22.01753,22.141312,15.275082,177189187
3/11/1997,21.971111,22.203201,20.733303,20.961523,14.461158,261983518
3/12/1997,21.731287,21.959509,21.243898,21.564957,14.877462,201395180
3/13/1997,21.773836,21.804783,21.151064,21.282581,14.682654,128335130
3/14/1997,21.042755,22.048475,20.949921,21.711946,14.978864,313375609
3/17/1997,21.812517,22.125837,21.553352,22.013662,15.187018,219187261
3/18/1997,22.009794,22.659643,21.940166,22.303774,15.38716,213835224
3/19/1997,22.740875,22.841448,21.739023,21.843464,15.069602,163907657
3/20/1997,21.70034,22.276695,21.448912,21.990454,15.171009,198537228
3/21/1997,22.280563,22.504917,22.14518,22.323114,15.400505,137281258
3/24/1997,22.323114,22.323114,22.323114,22.323114,15.400505,0
3/25/1997,22.493313,22.590017,22.129705,22.323114,15.400505,147047546
3/26/1997,22.570677,22.891733,22.47784,22.566809,15.568629,192649406
3/27/1997,22.473972,22.644171,22.319246,22.559071,15.56329,103143524
3/28/1997,22.559071,22.559071,22.559071,22.559071,15.56329,0
3/31/1997,20.980865,20.980865,20.303938,20.331015,14.026178,1682973
4/1/1997,18.74894,20.574709,18.567137,20.199497,13.935441,221157193
4/2/1997,20.880293,21.031151,20.288465,20.539894,14.170279,170677683
4/3/1997,20.574709,20.868689,20.361959,20.725567,14.298374,134512496
4/4/1997,20.416115,20.713963,20.272993,20.636599,14.236992,90238789
4/7/1997,20.559237,20.574709,20.292334,20.427719,14.09289,81928622
4/8/1997,20.427719,20.427719,20.427719,20.427719,14.09289,0
4/9/1997,21.035019,21.286449,20.899633,21.216822,14.637282,162871633
4/10/1997,20.92671,21.023415,19.824287,20.586313,14.202304,158776656
4/11/1997,19.882309,20.961523,19.847496,20.717831,14.293036,130626921
4/14/1997,20.717831,20.717831,20.717831,20.717831,14.293036,0
4/15/1997,20.713963,20.841612,20.392904,20.543762,14.172944,87594762
4/16/1997,20.543762,20.543762,20.543762,20.543762,14.172944,0
4/17/1997,20.810665,21.727419,20.717831,21.638451,14.928161,166353914
4/18/1997,21.638451,21.638451,21.638451,21.638451,14.928161,0
4/21/1997,21.777704,23.154766,21.746759,23.147032,15.968919,187957245
4/22/1997,23.6731,24.601458,22.9807,23.429405,16.163727,335363489
4/23/1997,23.982552,24.059916,23.634418,23.719519,16.363873,176703814
4/24/1997,23.816221,23.885847,23.448748,23.564791,16.257126,129634199
4/25/1997,23.437141,23.680836,23.386856,23.63055,16.30249,111922260
4/28/1997,23.595737,23.796881,23.479692,23.61121,16.28915,80058867
4/29/1997,23.522242,23.649891,23.448748,23.607342,16.28648,72225026
4/30/1997,24.175961,24.350027,23.90519,23.959343,16.529324,156895914
5/1/1997,23.959343,23.959343,23.959343,23.959343,16.529324,0
5/2/1997,23.750463,23.823957,23.576397,23.622814,16.297153,75386742
5/5/1997,23.301758,23.402328,23.077404,23.143164,15.966254,118988293
5/6/1997,23.208921,23.518373,23.135426,23.425537,16.161051,91628341
5/7/1997,23.518373,23.518373,23.224394,23.270811,16.054314,63786246
5/8/1997,23.278547,23.394592,23.162502,23.352043,16.110355,45863612
5/9/1997,23.402328,23.433273,23.247602,23.301758,16.075663,39354047
5/12/1997,23.286283,23.344307,22.597754,22.659643,15.632672,126209439
5/13/1997,22.628698,22.783424,22.559071,22.640303,15.61933,76733637
5/14/1997,22.651907,22.969095,22.29217,22.903337,15.800798,165133694
5/15/1997,22.764084,22.93815,22.686722,22.756348,15.699388,90367403
5/16/1997,22.70606,22.860786,22.675116,22.802765,16.30822,53703916
5/19/1997,23.054195,23.294022,22.872393,22.988438,16.441011,74370107
5/20/1997,22.996174,23.116085,22.914942,22.984568,16.438244,29821721
5/21/1997,22.976831,22.976831,22.555202,22.628698,16.183733,70805745
5/22/1997,22.675116,22.70606,22.241882,22.423685,16.037111,113627855
5/23/1997,22.357927,22.779556,22.172256,22.454632,16.05924,153828559
5/26/1997,22.377268,22.528126,22.241882,22.29217,15.943052,65782676
5/27/1997,22.381136,22.620962,21.83186,22.021399,15.749397,156083511
5/28/1997,22.125837,22.268961,21.804783,21.858936,15.633206,66947315
5/29/1997,21.808649,22.914942,21.731287,22.764084,16.280556,234118157
5/30/1997,22.903337,23.394592,22.764084,23.290154,16.656796,221407312
6/2/1997,23.479692,23.669231,23.251471,23.560923,16.850443,151272430
6/3/1997,23.595737,24.052179,23.286283,23.468088,16.784052,166724246
6/4/1997,23.6731,23.77754,23.406197,23.499033,16.806177,80650881
6/5/1997,23.704044,24.388708,23.618946,24.040573,17.19348,274340835
6/6/1997,24.137278,24.233982,23.789145,23.83943,17.049627,125271006
6/9/1997,23.6731,24.125673,23.557055,23.897453,17.091124,149579115
6/10/1997,24.137278,24.369368,23.967079,24.261059,17.35117,141353615
6/11/1997,24.562775,24.794865,24.4506,24.547302,17.555891,130881564
6/12/1997,24.555038,25.13913,24.524094,25.065636,17.926592,189593038
6/13/1997,25.220362,25.413769,24.794865,24.980536,17.865732,142896340
6/16/1997,24.825809,24.91091,24.233982,24.396444,17.447994,124350024
6/17/1997,24.67882,24.988272,24.613062,24.744577,17.696972,125526942
6/18/1997,25.220362,25.487265,24.937986,25.046293,17.91276,110319429
6/19/1997,24.833546,26.612896,24.721369,26.450434,18.916979,267424745
6/20/1997,26.77149,28.276203,26.728941,27.827497,19.901836,328897226
6/23/1997,28.121475,28.755854,28.102137,28.241388,20.197849,172718708
6/24/1997,28.23752,28.779062,28.098267,28.53537,20.408098,141400795
6/25/1997,29.320604,29.699682,28.314884,28.512159,20.391499,324707889
